customer_id,age,gender,country,price_sensitivity,quality_expectations,loyalty_propensity,spontaneity,social_orientation,income_level,travel_frequency
CUST-000723,60,Male,Panama,0.191,0.859,0.937,0.136,1,1,8
CUST-000724,37,Male,Thailand,0.52,0.576,0.587,0.472,2,0.531,6
CUST-000725,31,Male,British Virgin Islands,0.574,0.691,0.537,0.454,1,0.642,3
CUST-000726,36,Male,Saint Helena,0.601,0.56,0.578,0.374,2,0.371,4
CUST-000727,30,Female,United Arab Emirates,0.418,0.68,0.468,0.551,1,0.707,4
CUST-000728,46,Female,French Southern Territories,0.396,0.707,0.796,0.441,1,0.85,13
CUST-000729,31,Male,Madagascar,0.702,0.396,0.249,0.623,2,0,3
CUST-000730,55,Female,Georgia,0.265,0.897,0.906,0.283,1,1,7
CUST-000731,42,Male,Papua New Guinea,0.429,0.673,0.423,0.594,2,0.693,5
CUST-000732,36,Female,Ireland,0.598,0.689,0.571,0.527,1,0.628,3
CUST-000733,25,Female,Greece,0.747,0.374,0.294,0.78,0,0,4
CUST-000734,31,Female,Iraq,0.594,0.615,0.403,0.563,1,0.541,5
CUST-000735,54,Female,Qatar,0.274,0.89,0.862,0.214,2,1,8
CUST-000736,43,Female,French Polynesia,0.606,0.695,0.484,0.385,3,0.531,5
CUST-000737,43,Male,Micronesia,0.649,0.609,0.495,0.369,3,0.406,4
CUST-000738,35,Other,Brunei Darussalam,0.701,0.521,0.562,0.323,3,0.274,2
CUST-000739,60,Female,Congo,0.225,0.859,0.858,0.226,1,1,11
CUST-000740,41,Female,Italy,0.553,0.655,0.538,0.223,3,0.51,2
CUST-000741,56,Other,Papua New Guinea,0.283,0.833,0.905,0.276,2,1,6
CUST-000742,43,Female,Wallis and Futuna,0.627,0.554,0.565,0.261,3,0.351,3
CUST-000743,35,Female,Hong Kong,0.383,0.603,0.638,0.294,1,0.732,13
CUST-000744,24,Female,Philippines,0.948,0.26,0.343,0.658,2,0,5
CUST-000745,36,Female,San Marino,0.416,0.626,0.759,0.444,0,0.743,14
CUST-000746,55,Female,United Kingdom,0.187,0.77,0.9,0.226,2,1,12
CUST-000747,32,Female,China,0.909,0.24,0.181,0.628,0,0,5
CUST-000748,22,Female,Nicaragua,0.848,0.207,0.277,0.876,0,0,5
CUST-000749,22,Female,Montenegro,0.733,0.313,0.258,0.707,0,0,3
CUST-000750,26,Male,Gabon,0.91,0.382,0.302,0.713,1,0,2
CUST-000751,43,Male,Iraq,0.329,0.605,0.846,0.417,0,0.761,15
CUST-000752,42,Female,Mexico,0.421,0.556,0.579,0.419,2,0.557,5
CUST-000753,25,Male,Syrian Arab Republic,0.823,0.205,0.118,0.888,0,0,3
CUST-000754,58,Male,Afghanistan,0.163,0.932,0.902,0.145,1,1,7
CUST-000755,32,Female,Gabon,0.852,0.208,0.344,0.898,1,0,2
CUST-000756,40,Female,France,0.351,0.624,0.752,0.334,0,0.774,11
CUST-000757,43,Male,Cote d'Ivoire,0.554,0.566,0.455,0.346,2,0.401,4
CUST-000758,53,Female,Jersey,0.291,0.82,0.838,0.174,2,1,9
CUST-000759,61,Female,Solomon Islands,0.284,0.8,0.749,0.312,2,1,9
CUST-000760,35,Female,Mozambique,0.692,0.562,0.599,0.391,3,0.329,5
CUST-000761,29,Male,New Caledonia,0.887,0.404,0.256,0.782,1,0,3
CUST-000762,46,Male,Palau,0.427,0.613,0.642,0.208,1,0.722,14
CUST-000763,32,Female,Gibraltar,0.575,0.69,0.506,0.48,1,0.64,4
CUST-000764,55,Male,Lao People's Democratic Republic,0.137,0.799,0.754,0.193,1,1,12
CUST-000765,42,Male,Kenya,0.58,0.502,0.482,0.293,3,0.313,3
CUST-000766,37,Male,Kenya,0.42,0.705,0.626,0.27,0,0.836,14
CUST-000767,32,Female,Peru,0.779,0.28,0.149,0.841,1,0,2
CUST-000768,26,Male,Croatia,0.731,0.243,0.182,0.715,2,0,2
CUST-000769,41,Male,Malawi,0.696,0.615,0.401,0.292,2,0.39,5
CUST-000770,46,Female,Lebanon,0.284,0.758,0.861,0.117,1,1,12
CUST-000771,28,Female,South Africa,0.769,0.388,0.2,0.767,1,0,5
CUST-000772,37,Male,United Arab Emirates,0.46,0.697,0.499,0.528,1,0.706,5
CUST-000773,64,Male,South Africa,0.145,0.915,0.735,0.348,2,1,7
CUST-000774,50,Male,Saint Pierre and Miquelon,0.245,0.912,0.904,0.234,1,1,11
CUST-000775,22,Male,Chile,0.896,0.228,0.337,0.623,1,0,5
CUST-000776,32,Female,Palestinian Territory,0.585,0.617,0.424,0.464,1,0.548,7
CUST-000777,42,Female,Belize,0.579,0.627,0.534,0.504,1,0.563,7
CUST-000778,60,Female,Finland,0.295,0.814,0.883,0.156,2,1,12
CUST-000779,26,Female,Malaysia,0.788,0.409,0.161,0.794,0,0,2
CUST-000780,34,Other,Panama,0.515,0.503,0.454,0.364,2,0.346,5
CUST-000781,29,Male,North Macedonia,0.563,0.652,0.503,0.463,2,0.601,8
CUST-000782,49,Female,Niger,0.47,0.621,0.633,0.429,1,0.711,15
CUST-000783,48,Male,Grenada,0.6,0.514,0.506,0.337,2,0.316,3
CUST-000784,29,Female,Bermuda,0.886,0.26,0.324,0.656,0,0,5
CUST-000785,38,Female,Svalbard & Jan Mayen Islands,0.47,0.524,0.51,0.471,1,0.493,4
CUST-000786,28,Female,Zambia,0.827,0.213,0.168,0.629,2,0,5
CUST-000787,39,Female,Sao Tome and Principe,0.439,0.538,0.435,0.455,2,0.526,7
CUST-000788,48,Male,Dominica,0.31,0.65,0.628,0.229,0,0.825,12
CUST-000789,25,Male,Peru,0.725,0.257,0.255,0.815,1,0,5
CUST-000790,23,Male,Georgia,0.906,0.373,0.224,0.651,0,0,4
CUST-000791,65,Male,Czech Republic,0.219,0.897,0.724,0.226,2,1,11
CUST-000792,26,Female,Sri Lanka,0.872,0.243,0.27,0.65,1,0,5
CUST-000793,24,Other,Congo,0.867,0.307,0.105,0.892,0,0,3
CUST-000794,45,Female,Cameroon,0.294,0.867,0.822,0.162,1,1,6
CUST-000795,35,Female,Anguilla,0.498,0.767,0.731,0.242,0,0.871,9
CUST-000796,38,Male,Aruba,0.447,0.691,0.784,0.447,1,0.805,15
CUST-000797,53,Male,Ecuador,0.103,0.821,0.878,0.323,2,1,6
CUST-000798,40,Female,Lebanon,0.682,0.504,0.645,0.371,2,0.264,4
CUST-000799,47,Male,New Zealand,0.644,0.639,0.508,0.241,2,0.445,3
CUST-000800,44,Female,Thailand,0.741,0.675,0.57,0.38,3,0.44,6
CUST-000801,50,Male,Seychelles,0.236,0.928,0.798,0.204,2,1,8
CUST-000802,38,Male,Barbados,0.63,0.569,0.553,0.287,3,0.367,6
CUST-000803,46,Male,Korea,0.494,0.7,0.771,0.317,0,0.793,12
CUST-000804,40,Male,Israel,0.358,0.76,0.604,0.21,1,0.933,9
CUST-000805,28,Female,Turks and Caicos Islands,0.401,0.57,0.567,0.41,1,0.584,5
CUST-000806,26,Female,Norfolk Island,0.825,0.44,0.24,0.886,2,0,4
CUST-000807,39,Other,Morocco,0.339,0.717,0.62,0.255,1,0.891,13
CUST-000808,39,Female,Congo,0.659,0.585,0.642,0.22,3,0.372,4
CUST-000809,44,Male,Saint Barthelemy,0.387,0.775,0.801,0.235,0,0.937,12
CUST-000810,24,Male,Qatar,0.75,0.276,0.174,0.878,1,0,3
CUST-000811,28,Female,Hungary,0.908,0.224,0.232,0.808,2,0,4
CUST-000812,46,Male,Lithuania,0.617,0.692,0.515,0.383,2,0.522,5
CUST-000813,34,Female,Iran,0.654,0.56,0.461,0.302,2,0.346,6
CUST-000814,30,Female,Ecuador,0.919,0.213,0.311,0.638,2,0,2
CUST-000815,49,Female,Cameroon,0.475,0.692,0.614,0.214,0,0.793,13
CUST-000816,31,Male,Palau,0.773,0.32,0.183,0.618,2,0,2
CUST-000817,38,Female,Portugal,0.641,0.693,0.434,0.379,2,0.512,4
CUST-000818,65,Male,Albania,0.298,0.751,0.821,0.272,1,1,6
CUST-000819,35,Male,Uganda,0.476,0.704,0.662,0.226,0,0.807,15
CUST-000820,28,Male,Sao Tome and Principe,0.73,0.301,0.346,0.846,2,0,4
CUST-000821,41,Female,Tokelau,0.488,0.632,0.425,0.429,1,0.614,4
CUST-000822,39,Female,Sierra Leone,0.431,0.634,0.785,0.337,1,0.745,15
CUST-000823,54,Male,Turks and Caicos Islands,0.12,0.868,0.792,0.169,2,1,11
CUST-000824,48,Male,Botswana,0.263,0.78,0.771,0.13,2,1,6
CUST-000825,41,Male,Slovakia (Slovak Republic),0.663,0.631,0.511,0.382,3,0.426,3
CUST-000826,49,Female,Jamaica,0.392,0.602,0.64,0.325,0,0.726,13
CUST-000827,61,Male,Cyprus,0.113,0.881,0.788,0.28,2,1,9
CUST-000828,36,Male,Christmas Island,0.691,0.561,0.498,0.383,3,0.327,5
CUST-000829,35,Female,Spain,0.436,0.642,0.501,0.532,2,0.652,4
CUST-000830,42,Female,Qatar,0.645,0.617,0.607,0.214,2,0.418,3
CUST-000831,31,Male,Maldives,0.421,0.687,0.495,0.552,1,0.714,3
CUST-000832,42,Female,Kyrgyz Republic,0.546,0.577,0.595,0.584,1,0.519,7
CUST-000833,40,Male,Australia,0.712,0.515,0.591,0.321,2,0.262,3
CUST-000834,42,Male,Moldova,0.612,0.527,0.559,0.311,2,0.326,4
CUST-000835,29,Male,Egypt,0.772,0.25,0.141,0.844,0,0,2
CUST-000836,35,Female,United States Virgin Islands,0.434,0.641,0.803,0.423,1,0.752,14
CUST-000837,37,Female,Thailand,0.414,0.537,0.546,0.582,2,0.537,4
CUST-000838,41,Male,British Virgin Islands,0.566,0.6,0.471,0.58,1,0.537,3
CUST-000839,49,Male,Korea,0.375,0.614,0.62,0.396,1,0.749,9
CUST-000840,29,Female,Burkina Faso,0.41,0.608,0.405,0.564,2,0.625,5
CUST-000841,44,Female,Spain,0.517,0.674,0.642,0.215,2,0.551,6
CUST-000842,48,Male,Kyrgyz Republic,0.655,0.609,0.623,0.317,3,0.404,2
CUST-000843,36,Male,Papua New Guinea,0.352,0.667,0.791,0.235,1,0.824,8
CUST-000844,52,Female,Marshall Islands,0.261,0.863,0.853,0.309,1,1,8
CUST-000845,47,Female,Monaco,0.22,0.872,0.72,0.238,1,1,8
CUST-000846,22,Male,Nepal,0.824,0.256,0.188,0.743,0,0,2
CUST-000847,22,Male,Ghana,0.895,0.249,0.252,0.714,2,0,2
CUST-000848,47,Male,Zambia,0.691,0.639,0.507,0.285,2,0.421,2
CUST-000849,29,Male,Saudi Arabia,0.854,0.426,0.188,0.703,0,0,3
CUST-000850,31,Male,Uganda,0.402,0.583,0.551,0.562,1,0.598,3
CUST-000851,52,Female,Kenya,0.115,0.775,0.745,0.111,2,1,10
CUST-000852,32,Female,New Zealand,0.95,0.232,0.199,0.797,2,0,2
CUST-000853,23,Male,Suriname,0.836,0.324,0.284,0.707,0,0,5
CUST-000854,54,Female,Saint Helena,0.256,0.809,0.863,0.232,2,1,8
CUST-000855,48,Male,Uganda,0.587,0.582,0.638,0.297,2,0.405,3
CUST-000856,49,Female,Madagascar,0.204,0.811,0.838,0.131,1,1,6
CUST-000857,52,Female,Japan,0.23,0.841,0.729,0.225,1,1,8
CUST-000858,40,Female,Switzerland,0.575,0.693,0.415,0.371,3,0.544,5
CUST-000859,28,Female,United States of America,0.477,0.509,0.441,0.437,2,0.472,7
CUST-000860,22,Female,Mexico,0.708,0.391,0.334,0.873,1,0,4
CUST-000861,63,Male,Kiribati,0.105,0.895,0.855,0.316,1,1,12
CUST-000862,35,Female,Ukraine,0.738,0.686,0.472,0.398,3,0.455,5
CUST-000863,37,Female,Cayman Islands,0.554,0.552,0.592,0.493,1,0.486,4
CUST-000864,35,Male,Samoa,0.437,0.655,0.85,0.393,1,0.768,13
CUST-000865,63,Male,Tokelau,0.223,0.822,0.865,0.296,1,1,6
CUST-000866,41,Female,Lebanon,0.58,0.553,0.445,0.293,3,0.373,2
CUST-000867,46,Male,Korea,0.59,0.628,0.539,0.282,2,0.458,4
CUST-000868,31,Female,Eritrea,0.938,0.31,0.165,0.836,1,0,5
CUST-000869,49,Male,Sao Tome and Principe,0.135,0.924,0.864,0.158,1,1,7
CUST-000870,61,Female,Egypt,0.216,0.758,0.879,0.115,2,1,8
CUST-000871,45,Female,Tajikistan,0.271,0.821,0.88,0.25,2,1,6
CUST-000872,29,Female,Northern Mariana Islands,0.423,0.515,0.441,0.514,2,0.507,3
CUST-000873,65,Male,Falkland Islands (Malvinas),0.157,0.755,0.852,0.19,2,1,11
CUST-000874,27,Male,Seychelles,0.943,0.355,0.14,0.613,0,0,2
CUST-000875,38,Female,Slovakia (Slovak Republic),0.462,0.702,0.795,0.327,1,0.812,11
CUST-000876,28,Female,Mali,0.708,0.382,0.195,0.899,0,0,2
CUST-000877,25,Female,Libyan Arab Jamahiriya,0.949,0.358,0.283,0.762,0,0,2
CUST-000878,31,Male,Niue,0.831,0.31,0.167,0.851,1,0,3
CUST-000879,33,Male,Dominican Republic,0.554,0.572,0.491,0.55,1,0.51,8
CUST-000880,39,Male,Falkland Islands (Malvinas),0.739,0.582,0.42,0.312,2,0.329,4
CUST-000881,65,Female,Kazakhstan,0.146,0.907,0.757,0.307,1,1,10
CUST-000882,31,Female,Belarus,0.482,0.617,0.428,0.452,2,0.6,5
CUST-000883,55,Male,Rwanda,0.182,0.851,0.737,0.224,1,1,7
CUST-000884,42,Male,France,0.433,0.584,0.553,0.542,2,0.584,8
CUST-000885,35,Male,Dominica,0.509,0.586,0.573,0.398,2,0.449,6
CUST-000886,48,Female,Faroe Islands,0.726,0.571,0.501,0.311,3,0.322,2
CUST-000887,55,Female,Grenada,0.28,0.868,0.854,0.349,1,1,6
CUST-000888,39,Female,Ghana,0.59,0.682,0.526,0.548,2,0.624,5
CUST-000889,50,Female,Uganda,0.447,0.745,0.747,0.405,0,0.87,10
CUST-000890,22,Female,Mauritius,0.792,0.362,0.195,0.732,2,0,4
CUST-000891,35,Male,Belgium,0.623,0.51,0.529,0.305,3,0.3,4
CUST-000892,55,Male,Burundi,0.251,0.941,0.71,0.336,1,1,9
CUST-000893,36,Male,Canada,0.576,0.563,0.469,0.433,2,0.487,5
CUST-000894,60,Male,Djibouti,0.277,0.808,0.929,0.347,1,1,7
CUST-000895,53,Male,Hungary,0.141,0.918,0.889,0.107,1,1,10
CUST-000896,36,Female,Puerto Rico,0.401,0.667,0.405,0.441,2,0.699,8
CUST-000897,35,Female,Cape Verde,0.566,0.559,0.422,0.541,1,0.488,6
CUST-000898,45,Female,Romania,0.522,0.527,0.47,0.334,3,0.372,2
CUST-000899,52,Female,Croatia,0.165,0.851,0.769,0.258,1,1,11
CUST-000900,27,Female,Bahrain,0.71,0.225,0.276,0.756,0,0,2
CUST-000901,32,Female,Israel,0.761,0.347,0.318,0.666,0,0,4
CUST-000902,35,Male,Ireland,0.563,0.647,0.457,0.44,1,0.595,7
CUST-000903,41,Female,Greenland,0.443,0.587,0.498,0.522,1,0.583,3
CUST-000904,58,Female,Mauritius,0.223,0.876,0.759,0.187,1,1,8
CUST-000905,41,Male,Lao People's Democratic Republic,0.458,0.597,0.559,0.478,2,0.587,7
CUST-000906,47,Male,Israel,0.555,0.693,0.624,0.353,3,0.554,5
CUST-000907,45,Male,Bahamas,0.385,0.635,0.839,0.365,1,0.77,14
CUST-000908,24,Female,Costa Rica,0.821,0.401,0.222,0.724,0,0,2
CUST-000909,26,Male,Syrian Arab Republic,0.754,0.413,0.202,0.769,1,0,4
CUST-000910,55,Male,Italy,0.262,0.835,0.765,0.114,2,1,11
CUST-000911,31,Male,Iceland,0.564,0.562,0.482,0.515,1,0.492,7
CUST-000912,25,Female,United Kingdom,0.728,0.442,0.253,0.639,2,0,2
CUST-000913,22,Female,Sierra Leone,0.723,0.376,0.328,0.83,2,0,2
CUST-000914,65,Male,Myanmar,0.142,0.857,0.946,0.31,2,1,12
CUST-000915,42,Male,Yemen,0.332,0.675,0.703,0.338,0,0.844,8
CUST-000916,22,Female,Qatar,0.889,0.332,0.225,0.837,0,0,3
CUST-000917,32,Male,Angola,0.446,0.654,0.449,0.454,1,0.662,6
CUST-000918,32,Male,Togo,0.905,0.419,0.315,0.623,2,0,5
CUST-000919,28,Male,Turkmenistan,0.566,0.621,0.43,0.547,2,0.562,4
CUST-000920,41,Female,Serbia,0.606,0.649,0.476,0.292,2,0.475,4
CUST-000921,32,Female,Morocco,0.794,0.307,0.156,0.722,1,0,5
CUST-000922,44,Female,Hong Kong,0.407,0.649,0.604,0.324,1,0.775,13
CUST-000923,35,Male,Lesotho,0.644,0.505,0.593,0.289,3,0.284,6
CUST-000924,23,Female,Albania,0.783,0.402,0.344,0.629,0,0,3
CUST-000925,47,Female,Western Sahara,0.521,0.581,0.61,0.305,2,0.436,2
CUST-000926,40,Female,Guinea,0.482,0.648,0.567,0.407,2,0.637,3
CUST-000927,26,Female,French Southern Territories,0.889,0.399,0.236,0.694,2,0,3
CUST-000928,27,Male,Sao Tome and Principe,0.821,0.339,0.285,0.82,0,0,5
CUST-000929,47,Male,Iceland,0.251,0.782,0.887,0.142,2,1,12
CUST-000930,38,Male,Timor-Leste,0.385,0.634,0.801,0.322,1,0.769,14
CUST-000931,45,Male,Uganda,0.187,0.809,0.93,0.269,2,1,10
CUST-000932,43,Female,Zimbabwe,0.541,0.558,0.571,0.361,3,0.399,6
CUST-000933,40,Male,Syrian Arab Republic,0.553,0.566,0.587,0.399,2,0.403,3
CUST-000934,50,Male,Italy,0.383,0.63,0.617,0.444,1,0.764,11
CUST-000935,38,Female,Mauritania,0.634,0.566,0.415,0.294,2,0.362,2
CUST-000936,43,Female,San Marino,0.721,0.569,0.404,0.239,3,0.322,5
CUST-000937,63,Female,Saint Pierre and Miquelon,0.173,0.903,0.934,0.24,1,1,6
CUST-000938,31,Male,Mayotte,0.883,0.27,0.166,0.631,2,0,5
CUST-000939,55,Female,South Georgia and the South Sandwich Islands,0.271,0.871,0.942,0.284,2,1,7
CUST-000940,37,Male,Netherlands,0.558,0.543,0.632,0.323,2,0.373,3
CUST-000941,47,Female,Ukraine,0.581,0.679,0.413,0.302,3,0.525,5
CUST-000942,38,Male,Cyprus,0.461,0.652,0.448,0.479,2,0.652,8
CUST-000943,60,Male,Libyan Arab Jamahiriya,0.268,0.813,0.72,0.251,1,1,7
CUST-000944,43,Female,Cyprus,0.468,0.712,0.723,0.397,0,0.821,14
CUST-000945,38,Male,Faroe Islands,0.405,0.573,0.493,0.534,2,0.585,4
CUST-000946,38,Male,Jordan,0.545,0.65,0.403,0.288,2,0.507,2
CUST-000947,41,Male,Libyan Arab Jamahiriya,0.728,0.683,0.526,0.203,3,0.456,2
CUST-000948,32,Male,Antarctica (the territory South of 60 deg S),0.82,0.211,0.274,0.676,2,0,2
CUST-000949,37,Female,Iceland,0.573,0.686,0.599,0.526,2,0.636,4
CUST-000950,50,Female,Guadeloupe,0.43,0.709,0.626,0.292,0,0.836,10
CUST-000951,36,Male,Paraguay,0.709,0.524,0.511,0.342,,0.274,2
CUST-000952,30,Male,Philippines,0.913,0.364,0.284,0.7,2,0,4
CUST-000953,40,Female,South Georgia and the South Sandwich Islands,0.417,0.789,0.729,0.435,1,0.938,14
CUST-000954,46,Male,Iraq,0.265,0.85,0.882,0.121,2,1,6
CUST-000955,40,Female,Saint Kitts and Nevis,0.672,0.582,0.559,0.368,2,0.362,4
CUST-000956,32,Female,Chad,0.424,0.593,0.567,0.417,2,0.6,3
CUST-000957,38,Female,Tajikistan,0.337,0.617,0.679,0.357,0,0.772,10
CUST-000958,32,Male,Lao People's Democratic Republic,0.594,0.516,0.581,0.249,2,0.323,3
CUST-000959,32,Male,Uruguay,0.541,0.536,0.428,0.463,1,0.472,4
CUST-000960,26,Female,Brunei Darussalam,0.744,0.274,0.274,0.679,1,0,4
CUST-000961,37,Male,Nigeria,0.554,0.605,0.566,0.537,1,0.548,3
CUST-000962,47,Male,Martinique,0.414,0.799,0.708,0.362,1,0.952,11
CUST-000963,45,Female,Anguilla,0.401,0.766,0.799,0.223,0,0.919,12
CUST-000964,51,Male,United States of America,0.106,0.773,0.865,0.147,1,1,9
CUST-000965,42,Male,India,0.594,0.618,0.408,0.34,3,0.444,2
CUST-000966,40,Male,Nauru,0.367,0.73,0.625,0.428,1,0.892,10
CUST-000967,46,Female,Mongolia,0.688,0.588,0.554,0.319,3,0.361,5
CUST-000968,60,Female,Panama,0.151,0.825,0.784,0.27,2,1,6
CUST-000969,39,Female,Anguilla,0.725,0.601,0.505,0.355,3,0.359,6
CUST-000970,45,Male,Belize,0.133,0.81,0.849,0.274,1,1,10
CUST-000971,39,Male,Norway,0.367,0.792,0.843,0.277,0,0.967,13
CUST-000972,46,Male,Japan,0.615,0.632,0.45,0.234,3,0.45,2
CUST-000973,40,Male,Burkina Faso,0.341,0.618,0.661,0.371,1,0.771,8
CUST-000974,60,Male,Tonga,0.12,0.86,0.799,0.153,2,1,11
CUST-000975,34,Female,Kyrgyz Republic,0.541,0.653,0.419,0.426,1,0.613,6
CUST-000976,27,Female,Cocos (Keeling) Islands,0.905,0.383,0.206,0.718,0,0,4
CUST-000977,60,Female,Australia,0.294,0.755,0.921,0.145,1,1,8
CUST-000978,43,Male,Eritrea,0.706,0.622,0.588,0.383,2,0.394,3
CUST-000979,47,Male,Hong Kong,0.553,0.587,0.485,0.331,3,0.428,3
CUST-000980,54,Male,Greece,0.235,0.846,0.765,0.339,1,1,7
CUST-000981,34,Female,Croatia,0.567,0.593,0.417,0.537,1,0.528,8
CUST-000982,41,Male,Korea,0.561,0.532,0.426,0.501,2,0.458,3
CUST-000983,35,Female,Greece,0.534,0.584,0.411,0.485,1,0.534,7
CUST-000984,29,Female,Guadeloupe,0.895,0.378,0.311,0.892,0,0,3
CUST-000985,28,Female,Senegal,0.796,0.369,0.138,0.701,2,0,4
CUST-000986,25,Female,Turkmenistan,0.854,0.418,0.209,0.739,0,0,2
CUST-000987,50,Male,Hong Kong,0.31,0.72,0.692,0.306,1,0.909,8
CUST-000988,40,Male,Fiji,0.589,0.504,0.481,0.327,2,0.31,4
CUST-000989,22,Female,Sao Tome and Principe,0.799,0.244,0.234,0.638,0,0,5
CUST-000990,45,Female,Zambia,0.586,0.592,0.554,0.384,3,0.417,2
CUST-000991,47,Male,Switzerland,0.108,0.872,0.881,0.303,1,1,9
CUST-000992,37,Male,Italy,0.427,0.66,0.7,0.246,1,0.779,9
CUST-000993,58,Other,El Salvador,0.259,0.864,0.949,0.254,1,1,11
CUST-000994,33,Male,Syrian Arab Republic,0.618,0.652,0.509,0.349,2,0.473,4
CUST-000995,36,Female,Belgium,0.521,0.682,0.536,0.455,2,0.658,4
CUST-000996,22,Female,Latvia,0.864,0.269,0.216,0.837,2,0,4
CUST-000997,29,Male,Andorra,0.404,0.565,0.413,0.458,2,0.576,7
CUST-000998,48,Female,San Marino,0.366,0.678,0.832,0.203,1,0.83,13
CUST-000999,43,Female,Mauritius,0.538,0.671,0.525,0.306,2,0.536,5
CUST-001000,43,Male,Austria,0.432,0.714,0.62,0.322,1,0.841,9
CUST-001001,38,Female,Zambia,0.632,0.561,0.588,0.29,3,0.357,2
CUST-001002,49,Female,Guernsey,0.133,0.82,0.808,0.349,1,1,12
CUST-001003,54,Female,Czech Republic,0.198,0.797,0.93,0.133,1,1,6
CUST-001004,57,Male,Pakistan,0.298,0.864,0.745,0.14,2,1,10
CUST-001005,28,Male,Bangladesh,0.754,0.425,0.17,0.831,2,0,2
CUST-001006,45,Female,Slovakia (Slovak Republic),0.407,0.645,0.701,0.389,1,0.771,15
CUST-001007,24,Female,Pakistan,0.744,0.272,0.233,0.7,1,0,3
CUST-001008,38,Female,Armenia,0.477,0.631,0.595,0.482,1,0.618,7
CUST-001009,42,Male,Saudi Arabia,0.424,0.8,0.75,0.383,0,0.948,13
CUST-001010,37,Male,Antarctica (the territory South of 60 deg S),0.514,0.594,0.418,0.474,2,0.556,7
CUST-001011,48,Female,Zambia,0.713,0.532,0.492,0.375,2,0.282,5
CUST-001012,38,Male,Egypt,0.573,0.679,0.452,0.292,2,0.528,6
CUST-001013,59,Other,Cook Islands,0.259,0.945,0.825,0.128,2,1,12
CUST-001014,42,Female,Taiwan,0.449,0.644,0.414,0.55,2,0.649,7
CUST-001015,60,Female,Angola,0.114,0.833,0.765,0.279,1,1,11
CUST-001016,32,Male,Nigeria,0.707,0.512,0.603,0.366,2,0.261,4
CUST-001017,28,Female,Cape Verde,0.828,0.362,0.207,0.637,0,0,4
CUST-001018,35,Female,Dominican Republic,0.592,0.631,0.435,0.249,3,0.462,3
CUST-001019,43,Male,Brunei Darussalam,0.428,0.615,0.825,0.323,0,0.724,12
CUST-001020,45,Male,Lebanon,0.389,0.757,0.775,0.342,0,0.915,10
CUST-001021,49,Female,Paraguay,0.105,0.926,0.841,0.278,2,1,11
CUST-001022,50,Female,Brazil,0.161,0.893,0.868,0.139,1,1,7
CUST-001023,64,Male,Mongolia,0.177,0.877,0.707,0.153,2,1,7
CUST-001024,32,Male,Yemen,0.68,0.649,0.649,0.281,2,0.439,4
CUST-001025,39,Female,Cuba,0.4,0.705,0.694,0.432,0,0.845,15
CUST-001026,50,Female,Lao People's Democratic Republic,0.176,0.884,0.716,0.156,1,1,7
CUST-001027,49,Male,Reunion,0.256,0.908,0.862,0.189,2,1,10
CUST-001028,42,Female,Equatorial Guinea,0.402,0.649,0.564,0.558,1,0.678,8
CUST-001029,38,Male,Seychelles,0.508,0.625,0.638,0.301,3,0.496,6
CUST-001030,36,Female,Heard Island and McDonald Islands,0.508,0.516,0.56,0.489,1,0.465,4
CUST-001031,40,Female,Chad,0.546,0.687,0.614,0.246,3,0.552,3
CUST-001032,22,Other,New Caledonia,0.766,0.269,0.286,0.82,0,0,3
CUST-001033,61,Male,New Caledonia,0.142,0.799,0.89,0.219,1,1,10
CUST-001034,46,Male,San Marino,0.227,0.789,0.729,0.121,1,1,6
CUST-001035,62,Female,Saint Barthelemy,0.22,0.81,0.702,0.207,1,1,11
CUST-001036,29,Female,Brazil,0.749,0.401,0.254,0.737,0,0,4
CUST-001037,58,Female,Slovakia (Slovak Republic),0.199,0.785,0.827,0.229,2,1,8
CUST-001038,42,Male,Svalbard & Jan Mayen Islands,0.436,0.701,0.756,0.228,0,0.823,15
CUST-001039,28,Male,Central African Republic,0.595,0.594,0.433,0.413,2,0.515,8
CUST-001040,26,Male,Georgia,0.916,0.286,0.272,0.847,0,0,2
CUST-001041,40,Male,Botswana,0.461,0.561,0.553,0.494,2,0.543,7
CUST-001042,51,Female,Mozambique,0.131,0.781,0.892,0.296,1,1,10
CUST-001043,38,Male,Anguilla,0.591,0.696,0.531,0.558,2,0.64,4
CUST-001044,40,Male,Vanuatu,0.714,0.561,0.436,0.267,3,0.316,4
CUST-001045,59,Male,Georgia,0.213,0.903,0.701,0.335,1,1,9
CUST-001046,33,Female,Morocco,0.428,0.591,0.455,0.564,1,0.596,4
CUST-001047,43,Male,Philippines,0.375,0.664,0.798,0.281,0,0.81,11
CUST-001048,37,Female,United States of America,0.571,0.521,0.449,0.465,2,0.44,8
CUST-001049,37,Male,Honduras,0.594,0.509,0.532,0.538,2,0.414,4
CUST-001050,32,Other,Indonesia,0.517,0.512,0.411,0.469,2,0.456,6
CUST-001051,44,Male,Western Sahara,0.327,0.75,0.681,0.394,1,0.937,10
CUST-001052,49,Female,Saint Barthelemy,0.215,0.862,0.81,0.182,2,1,10
CUST-001053,48,Female,Congo,0.672,0.528,0.592,0.374,3,0.298,4
CUST-001054,49,Female,Belarus,0.343,0.664,0.657,0.291,0,0.826,12
CUST-001055,26,Female,Nauru,0.933,0.235,0.261,0.728,1,0,2
