booking_id,customer_id,hotel_id,hotel_name,hotel_region,booking_date,check_in_date,check_out_date,nights_stay,lead_time_days,guest_type,num_guests,room_type,total_amount,avg_daily_rate,season,loyalty_tier,booking_channel,payment_type,is_cancelled,special_request,promotion_applied,purpose_of_visit,customer_age,customer_gender
BKG-0004378,CUST-002980,H005,Cinnamon Bey Beruwala,West Coast,1/9/2025,3/9/2025,3/13/2025,4,59,Group,5,Family Room,1085.12,271.28,Peak,Silver,Website,Card,0,Extra Bed,0,Leisure,48,Female
BKG-0004379,CUST-002307,H001,Cinnamon Grand Colombo,Colombo,10/5/2025,1/1/2026,1/6/2026,5,88,Couple,2,Deluxe,1137.8,227.56,Shoulder,Platinum,Travel Agent,Card,0,None,1,Event,36,Female
BKG-0004380,CUST-000476,H002,Cinnamon Lakeside Colombo,Colombo,2/26/2025,5/20/2025,5/28/2025,8,83,Family,5,Family Room,1658.08,207.26,Off-Peak,Silver,Travel Agent,Card,0,Quiet Room,1,Event,46,Male
BKG-0004381,CUST-003753,H003,Cinnamon Red Colombo,Colombo,5/26/2025,7/6/2025,7/7/2025,1,41,Family,3,Standard,125.58,125.58,Peak,None,Mobile App,Cash,0,Extra Bed,1,Business,27,Female
BKG-0004382,CUST-001965,H001,Cinnamon Grand Colombo,Colombo,9/29/2025,11/10/2025,11/14/2025,4,42,Family,3,Suite,1476.12,369.03,Shoulder,None,Travel Agent,Card,0,None,1,Leisure,41,Female
BKG-0004383,CUST-004509,H001,Cinnamon Grand Colombo,Colombo,12/23/2025,3/19/2026,3/25/2026,6,86,Family,5,Family Room,1645.38,274.23,Off-Peak,Gold,Mobile App,Card,0,High Floor,0,Relaxation,56,Male
BKG-0004384,CUST-002438,H002,Cinnamon Lakeside Colombo,Colombo,6/24/2025,9/24/2025,10/1/2025,7,92,Family,4,Suite,2292.85,327.55,Off-Peak,Silver,Travel Agent,Card,0,Quiet Room,0,Relaxation,61,Female
BKG-0004385,CUST-001571,H001,Cinnamon Grand Colombo,Colombo,3/19/2025,6/11/2025,6/15/2025,4,84,Solo,1,Suite,2022.12,505.53,Peak,Platinum,Website,Cash,0,Quiet Room,1,Leisure,42,Female
BKG-0004386,CUST-004361,H005,Cinnamon Bey Beruwala,West Coast,5/5/2026,6/30/2026,7/1/2026,1,56,Solo,1,Standard,90.82,90.82,Off-Peak,None,Mobile App,Card,0,None,1,Business,29,Male
BKG-0004387,CUST-001580,H003,Cinnamon Red Colombo,Colombo,3/28/2025,4/7/2025,4/9/2025,2,10,Family,3,Standard,187.16,93.58,Off-Peak,None,Mobile App,Card,0,None,0,Business,24,Female
BKG-0004388,CUST-000082,H006,Cinnamon Citadel Kandy,Kandy,6/26/2025,6/26/2025,6/27/2025,1,0,Family,4,Standard,101.91,101.91,Shoulder,None,Mobile App,Cash,0,None,1,Leisure,23,Male
BKG-0004389,CUST-003080,H001,Cinnamon Grand Colombo,Colombo,3/21/2025,5/24/2025,6/1/2025,8,64,Family,5,Family Room,3908.88,488.61,Holiday,Gold,Travel Agent,Card,0,Sea View,0,Culture,62,Male
BKG-0004390,CUST-000841,H003,Cinnamon Red Colombo,Colombo,2/2/2025,4/27/2025,5/1/2025,4,84,Family,4,Deluxe,610.72,152.68,Shoulder,Silver,Walk-in,Card,0,None,0,Event,44,Female
BKG-0004391,CUST-000913,H006,Cinnamon Citadel Kandy,Kandy,2/22/2025,2/23/2025,2/25/2025,2,1,Family,5,Family Room,337.5,168.75,Shoulder,None,Mobile App,Card,0,None,1,Leisure,22,Female
BKG-0004392,CUST-000508,H001,Cinnamon Grand Colombo,Colombo,2/23/2026,5/6/2026,5/13/2026,7,72,Family,3,Suite,3959.2,565.6,Peak,Gold,Mobile App,Card,0,High Floor,0,Leisure,61,Male
BKG-0004393,CUST-002732,H002,Cinnamon Lakeside Colombo,Colombo,1/14/2026,3/9/2026,3/14/2026,5,54,Couple,2,Suite,2493.7,498.74,Peak,Gold,Travel Agent,Card,0,None,0,Business,45,Female
BKG-0004394,CUST-003090,H003,Cinnamon Red Colombo,Colombo,11/4/2025,12/3/2025,12/7/2025,4,29,Family,5,Family Room,888.32,222.08,Holiday,None,Mobile App,Online,0,None,1,Adventure,27,Male
BKG-0004395,CUST-004002,H005,Cinnamon Bey Beruwala,West Coast,11/20/2024,1/28/2025,1/30/2025,2,69,Family,3,Deluxe,349.94,174.97,Shoulder,Silver,Website,Card,0,Extra Bed,0,Leisure,37,Male
BKG-0004396,CUST-000998,H002,Cinnamon Lakeside Colombo,Colombo,1/6/2026,3/8/2026,3/13/2026,5,61,Couple,2,Suite,1665.5,333.1,Off-Peak,Platinum,Mobile App,Card,0,None,0,Business,48,Female
BKG-0004397,CUST-001817,H002,Cinnamon Lakeside Colombo,Colombo,10/22/2025,12/10/2025,12/15/2025,5,49,Couple,2,Suite,3110.05,622.01,Holiday,Platinum,Travel Agent,Card,0,None,0,Leisure,48,Male
BKG-0004398,CUST-004479,H002,Cinnamon Lakeside Colombo,Colombo,6/24/2025,9/27/2025,10/5/2025,8,95,Family,5,Family Room,3359.04,419.88,Holiday,Platinum,Website,Card,0,Late Check-in,0,Relaxation,60,Male
BKG-0004399,CUST-001260,H001,Cinnamon Grand Colombo,Colombo,5/2/2025,7/11/2025,7/19/2025,8,70,Family,3,Suite,2487.12,310.89,Off-Peak,Gold,Website,Cash,0,Late Check-in,1,Relaxation,56,Female
BKG-0004400,CUST-003269,H002,Cinnamon Lakeside Colombo,Colombo,6/18/2025,7/29/2025,7/31/2025,2,41,Couple,2,Suite,642.1,321.05,Off-Peak,Gold,Website,Online,0,Sea View,0,Business,50,Male
BKG-0004401,CUST-001661,H007,Cinnamon Wild Yala,Safari,4/9/2026,6/25/2026,6/26/2026,1,77,Family,3,Deluxe,216.9,216.9,Shoulder,None,Mobile App,Card,0,None,0,Business,36,Male
BKG-0004402,CUST-004868,H007,Cinnamon Wild Yala,Safari,10/11/2025,1/1/2026,1/2/2026,1,82,Group,8,Family Room,320.47,320.47,Peak,None,Website,Online,0,Extra Bed,0,Leisure,46,Male
BKG-0004403,CUST-001142,H001,Cinnamon Grand Colombo,Colombo,11/14/2025,2/19/2026,2/25/2026,6,97,Couple,2,Suite,2275.56,379.26,Off-Peak,Platinum,Mobile App,Online,0,Quiet Room,0,Leisure,48,Male
BKG-0004404,CUST-003887,H002,Cinnamon Lakeside Colombo,Colombo,7/15/2025,10/4/2025,10/13/2025,9,81,Family,3,Suite,5478.57,608.73,Holiday,Platinum,Website,Card,0,Late Check-in,0,Relaxation,56,Male
BKG-0004405,CUST-001432,H001,Cinnamon Grand Colombo,Colombo,9/17/2025,12/9/2025,12/14/2025,5,83,Family,3,Suite,1788.6,357.72,Off-Peak,Platinum,Travel Agent,Cash,0,Quiet Room,0,Culture,58,Female
BKG-0004406,CUST-004211,H006,Cinnamon Citadel Kandy,Kandy,3/6/2026,4/7/2026,4/9/2026,2,32,Couple,2,Standard,257.62,128.81,Shoulder,None,Website,Card,0,None,0,Leisure,28,Male
BKG-0004407,CUST-001613,H001,Cinnamon Grand Colombo,Colombo,12/18/2024,2/25/2025,2/26/2025,1,69,Family,5,Family Room,426.22,426.22,Peak,Gold,Travel Agent,Online,0,Sea View,0,Event,50,Male
BKG-0004408,CUST-001888,H001,Cinnamon Grand Colombo,Colombo,1/12/2025,4/8/2025,4/10/2025,2,86,Couple,2,Deluxe,847.3,423.65,Holiday,Gold,Website,Card,0,High Floor,0,Leisure,54,Female
BKG-0004409,CUST-000927,H005,Cinnamon Bey Beruwala,West Coast,11/10/2025,1/11/2026,1/13/2026,2,62,Family,3,Standard,338.36,169.18,Peak,None,Travel Agent,Card,0,Extra Bed,0,Business,26,Female
BKG-0004410,CUST-001458,H005,Cinnamon Bey Beruwala,West Coast,7/9/2025,8/20/2025,8/21/2025,1,42,Family,5,Family Room,313.97,313.97,Holiday,None,Website,Card,0,None,0,Leisure,29,Female
BKG-0004411,CUST-002350,H003,Cinnamon Red Colombo,Colombo,8/21/2025,9/15/2025,9/16/2025,1,25,Couple,2,Standard,110.48,110.48,Shoulder,None,Website,Card,0,None,0,Leisure,32,Male
BKG-0004412,CUST-002265,H003,Cinnamon Red Colombo,Colombo,11/24/2024,1/6/2025,1/8/2025,2,43,Couple,2,Deluxe,301.4,150.7,Shoulder,None,Website,Online,0,Extra Bed,0,Adventure,34,Female
BKG-0004413,CUST-000112,H005,Cinnamon Bey Beruwala,West Coast,3/19/2026,5/13/2026,5/14/2026,1,55,Family,5,Family Room,178.97,178.97,Shoulder,None,Mobile App,Online,0,None,1,Business,31,Female
BKG-0004414,CUST-002189,H007,Cinnamon Wild Yala,Safari,3/11/2025,5/5/2025,5/8/2025,3,55,Couple,2,Standard,627.36,209.12,Peak,Silver,Mobile App,Card,0,None,0,Leisure,41,Male
BKG-0004415,CUST-000154,H001,Cinnamon Grand Colombo,Colombo,6/10/2025,9/19/2025,9/26/2025,7,101,Couple,2,Deluxe,1815.24,259.32,Shoulder,Gold,Mobile App,Card,0,Quiet Room,0,Business,49,Male
BKG-0004416,CUST-004078,H005,Cinnamon Bey Beruwala,West Coast,4/16/2025,4/24/2025,4/27/2025,3,8,Solo,1,Standard,566.25,188.75,Holiday,None,Website,Cash,0,None,0,Adventure,24,Male
BKG-0004417,CUST-004696,H003,Cinnamon Red Colombo,Colombo,8/8/2025,10/4/2025,10/7/2025,3,57,Group,10,Family Room,435.6,145.2,Off-Peak,None,Website,Cash,0,None,0,Leisure,40,Male
BKG-0004418,CUST-004726,H002,Cinnamon Lakeside Colombo,Colombo,5/26/2025,8/13/2025,8/19/2025,6,79,Couple,2,Suite,3431.76,571.96,Holiday,Platinum,Website,Online,0,High Floor,0,Leisure,58,Male
BKG-0004419,CUST-001347,H006,Cinnamon Citadel Kandy,Kandy,9/6/2025,11/12/2025,11/15/2025,3,67,Couple,2,Deluxe,418.44,139.48,Off-Peak,None,Website,Online,0,None,0,Event,42,Female
BKG-0004420,CUST-000497,H004,Cinnamon Bentota Beach,South Coast,3/19/2026,5/3/2026,5/6/2026,3,45,Family,5,Family Room,630.81,210.27,Shoulder,None,Mobile App,Online,0,None,1,Leisure,41,Female
BKG-0004421,CUST-000911,H003,Cinnamon Red Colombo,Colombo,8/19/2025,9/13/2025,9/15/2025,2,25,Couple,2,Standard,229.62,114.81,Shoulder,Silver,Mobile App,Online,0,None,0,Adventure,31,Male
BKG-0004422,CUST-001180,H005,Cinnamon Bey Beruwala,West Coast,9/4/2025,9/7/2025,9/8/2025,1,3,Family,4,Standard,115.55,115.55,Shoulder,None,Website,Online,0,None,1,Business,29,Male
BKG-0004423,CUST-002561,H006,Cinnamon Citadel Kandy,Kandy,4/29/2026,5/3/2026,5/4/2026,1,4,Couple,2,Standard,157.06,157.06,Peak,None,Travel Agent,Online,1,None,0,Business,5,Female
BKG-0004424,CUST-004370,H004,Cinnamon Bentota Beach,South Coast,11/19/2024,1/25/2025,1/28/2025,3,67,Couple,2,Standard,459.09,153.03,Shoulder,Silver,Website,Card,0,None,0,Business,42,Other
BKG-0004425,CUST-004871,H001,Cinnamon Grand Colombo,Colombo,12/16/2024,2/19/2025,2/24/2025,5,65,Couple,2,Suite,2195.85,439.17,Shoulder,Platinum,Travel Agent,Online,0,Extra Bed,0,Leisure,42,Other
BKG-0004426,CUST-003958,H002,Cinnamon Lakeside Colombo,Colombo,11/4/2025,2/26/2026,3/4/2026,6,114,Family,4,Deluxe,1268.34,211.39,Off-Peak,Platinum,Mobile App,Card,0,Sea View,0,Leisure,60,Male
BKG-0004427,CUST-000475,H001,Cinnamon Grand Colombo,Colombo,3/3/2026,5/8/2026,5/12/2026,4,66,Family,4,Suite,2239.32,559.83,Peak,Gold,Travel Agent,Online,0,Quiet Room,0,Leisure,51,Male
BKG-0004428,CUST-001950,H002,Cinnamon Lakeside Colombo,Colombo,1/19/2026,3/13/2026,3/15/2026,2,53,Couple,2,Deluxe,416.24,208.12,Off-Peak,None,Website,Online,0,None,0,Business,39,Female
BKG-0004429,CUST-000791,H002,Cinnamon Lakeside Colombo,Colombo,8/17/2025,10/21/2025,10/28/2025,7,65,Family,5,Family Room,2080.75,297.25,Shoulder,Gold,Website,Card,0,Sea View,0,Relaxation,65,Male
BKG-0004430,CUST-001186,H006,Cinnamon Citadel Kandy,Kandy,5/31/2025,6/5/2025,6/6/2025,1,5,Family,3,Standard,92.33,92.33,Off-Peak,None,Website,Card,0,None,1,Business,28,Male
BKG-0004431,CUST-002385,H005,Cinnamon Bey Beruwala,West Coast,7/1/2025,7/28/2025,7/30/2025,2,27,Solo,1,Standard,390.3,195.15,Holiday,None,Travel Agent,Card,0,None,0,Leisure,24,Female
BKG-0004432,CUST-002681,H001,Cinnamon Grand Colombo,Colombo,10/19/2025,1/2/2026,1/7/2026,5,75,Couple,2,Suite,2305.25,461.05,Shoulder,Gold,Website,Card,0,Quiet Room,0,Relaxation,65,Male
BKG-0004433,CUST-003827,H002,Cinnamon Lakeside Colombo,Colombo,3/16/2026,6/16/2026,6/23/2026,7,92,Couple,2,Suite,2680.93,382.99,Shoulder,Gold,Travel Agent,Card,0,Quiet Room,0,Relaxation,53,Male
BKG-0004434,CUST-001397,H003,Cinnamon Red Colombo,Colombo,12/9/2024,1/12/2025,1/13/2025,1,34,Couple,2,Standard,143.92,143.92,Holiday,None,Mobile App,Card,0,None,1,Leisure,32,Female
BKG-0004435,CUST-000112,H005,Cinnamon Bey Beruwala,West Coast,5/1/2025,5/1/2025,5/2/2025,1,0,Family,5,Family Room,175.2,175.2,Off-Peak,None,Mobile App,Card,0,None,0,Business,31,Female
BKG-0004436,CUST-003501,H004,Cinnamon Bentota Beach,South Coast,8/26/2025,10/25/2025,10/29/2025,4,60,Group,7,Family Room,928.64,232.16,Shoulder,None,Mobile App,Card,0,None,0,Leisure,44,Female
BKG-0004437,CUST-003163,H002,Cinnamon Lakeside Colombo,Colombo,3/27/2026,5/29/2026,6/1/2026,3,63,Couple,2,Standard,717.75,239.25,Peak,None,Mobile App,Card,1,None,0,Leisure,35,Male
BKG-0004438,CUST-002854,H003,Cinnamon Red Colombo,Colombo,4/2/2025,4/24/2025,4/26/2025,2,22,Couple,2,Standard,186.36,93.18,Off-Peak,None,Mobile App,Card,0,None,0,Leisure,30,Female
BKG-0004439,CUST-001192,H006,Cinnamon Citadel Kandy,Kandy,2/23/2025,3/26/2025,3/27/2025,1,31,Couple,2,Standard,124.47,124.47,Shoulder,Silver,Mobile App,Online,0,None,0,Business,42,Female
BKG-0004440,CUST-002740,H003,Cinnamon Red Colombo,Colombo,3/10/2025,4/15/2025,4/17/2025,2,36,Family,3,Standard,195.6,97.8,Off-Peak,Silver,Mobile App,Cash,0,Extra Bed,0,Leisure,31,Female
BKG-0004441,CUST-000903,H007,Cinnamon Wild Yala,Safari,6/2/2025,6/21/2025,6/24/2025,3,19,Couple,2,Deluxe,527.13,175.71,Off-Peak,None,Mobile App,Cash,0,Extra Bed,0,Leisure,41,Female
BKG-0004442,CUST-001553,H006,Cinnamon Citadel Kandy,Kandy,4/11/2025,5/14/2025,5/15/2025,1,33,Couple,2,Deluxe,164.6,164.6,Shoulder,Silver,Mobile App,Card,0,Extra Bed,0,Business,38,Male
BKG-0004443,CUST-002026,H001,Cinnamon Grand Colombo,Colombo,6/20/2025,9/9/2025,9/16/2025,7,81,Couple,2,Suite,2629.69,375.67,Off-Peak,Platinum,Mobile App,Cash,0,None,0,Business,49,Male
BKG-0004444,CUST-002530,H002,Cinnamon Lakeside Colombo,Colombo,5/17/2025,7/16/2025,7/20/2025,4,60,Couple,2,Deluxe,825.16,206.29,Off-Peak,None,Website,Cash,0,None,0,Leisure,29,Male
BKG-0004445,CUST-003329,H007,Cinnamon Wild Yala,Safari,4/13/2025,6/1/2025,6/3/2025,2,49,Family,5,Family Room,368.4,184.2,Off-Peak,Silver,Mobile App,Cash,0,None,1,Leisure,30,Female
BKG-0004446,CUST-002909,H002,Cinnamon Lakeside Colombo,Colombo,5/5/2026,6/25/2026,7/2/2026,7,51,Solo,1,Deluxe,1280.72,182.96,Off-Peak,Gold,Mobile App,Cash,0,None,1,Leisure,41,Male
BKG-0004447,CUST-001599,H001,Cinnamon Grand Colombo,Colombo,3/1/2025,4/24/2025,4/27/2025,3,54,Solo,1,Suite,1599.69,533.23,Holiday,Platinum,Travel Agent,Card,0,Late Check-in,1,Leisure,46,Male
BKG-0004448,CUST-000628,H005,Cinnamon Bey Beruwala,West Coast,12/25/2024,1/17/2025,1/24/2025,7,23,Family,5,Family Room,1979.46,282.78,Peak,Silver,Travel Agent,Card,0,None,0,Event,30,Male
BKG-0004449,CUST-004021,H003,Cinnamon Red Colombo,Colombo,4/26/2026,5/29/2026,5/30/2026,1,33,Couple,2,Standard,119.86,119.86,Peak,None,Website,Card,0,Extra Bed,1,Leisure,28,Female
BKG-0004450,CUST-002484,H007,Cinnamon Wild Yala,Safari,4/10/2026,6/6/2026,6/8/2026,2,57,Family,3,Standard,263.92,131.96,Shoulder,None,Mobile App,Online,0,None,1,Business,36,Female
BKG-0004451,CUST-000016,H007,Cinnamon Wild Yala,Safari,10/4/2025,11/16/2025,11/19/2025,3,43,Family,5,Family Room,1174.71,391.57,Holiday,None,Mobile App,Online,0,Extra Bed,0,Business,34,Female
BKG-0004452,CUST-002865,H006,Cinnamon Citadel Kandy,Kandy,5/16/2025,6/7/2025,6/8/2025,1,22,Couple,2,Standard,104.77,104.77,Off-Peak,None,Mobile App,Cash,0,Extra Bed,0,Leisure,31,Other
BKG-0004453,CUST-002075,H003,Cinnamon Red Colombo,Colombo,7/17/2025,8/27/2025,8/29/2025,2,41,Couple,2,Standard,195.92,97.96,Off-Peak,Silver,Website,Online,0,None,0,Leisure,29,Female
BKG-0004454,CUST-000086,H001,Cinnamon Grand Colombo,Colombo,5/27/2025,8/26/2025,9/1/2025,6,91,Couple,2,Suite,2137.32,356.22,Off-Peak,Gold,Mobile App,Cash,0,Sea View,0,Business,47,Male
BKG-0004455,CUST-001501,H004,Cinnamon Bentota Beach,South Coast,8/13/2025,9/12/2025,9/16/2025,4,30,Family,5,Family Room,1028.32,257.08,Peak,Silver,Website,Card,0,None,1,Business,39,Other
BKG-0004456,CUST-000740,H004,Cinnamon Bentota Beach,South Coast,12/9/2024,3/13/2025,3/15/2025,2,94,Group,8,Family Room,428.32,214.16,Off-Peak,None,Website,Card,0,None,0,Business,41,Female
BKG-0004457,CUST-000418,H002,Cinnamon Lakeside Colombo,Colombo,3/15/2025,5/11/2025,5/20/2025,9,57,Family,3,Deluxe,2923.56,324.84,Peak,Gold,Website,Cash,0,Sea View,0,Business,46,Female
BKG-0004458,CUST-003969,H002,Cinnamon Lakeside Colombo,Colombo,4/25/2026,7/24/2026,7/25/2026,1,90,Solo,1,Deluxe,213.43,213.43,Off-Peak,Gold,Mobile App,Online,0,None,0,Event,38,Male
BKG-0004459,CUST-000742,H006,Cinnamon Citadel Kandy,Kandy,1/6/2025,2/24/2025,2/27/2025,3,49,Group,5,Family Room,874.89,291.63,Holiday,None,Walk-in,Online,0,None,0,Event,43,Female
BKG-0004460,CUST-003736,H006,Cinnamon Citadel Kandy,Kandy,2/7/2025,2/7/2025,2/10/2025,3,0,Solo,1,Standard,472.08,157.36,Peak,None,Mobile App,Online,1,None,0,Event,23,Female
BKG-0004461,CUST-004157,H004,Cinnamon Bentota Beach,South Coast,3/3/2026,5/18/2026,5/22/2026,4,76,Family,4,Deluxe,720.08,180.02,Off-Peak,None,Website,Card,0,Extra Bed,0,Leisure,35,Male
BKG-0004462,CUST-001927,H001,Cinnamon Grand Colombo,Colombo,5/9/2026,8/8/2026,8/16/2026,8,91,Solo,1,Suite,3070.48,383.81,Off-Peak,Platinum,Travel Agent,Card,0,None,0,Business,38,Male
BKG-0004463,CUST-002239,H006,Cinnamon Citadel Kandy,Kandy,5/4/2025,5/24/2025,5/25/2025,1,20,Couple,2,Standard,109.36,109.36,Off-Peak,None,Mobile App,Online,0,None,0,Business,26,Male
BKG-0004464,CUST-003285,H002,Cinnamon Lakeside Colombo,Colombo,12/18/2025,1/30/2026,2/4/2026,5,43,Solo,1,Suite,1711.9,342.38,Off-Peak,Platinum,Website,Card,0,Extra Bed,0,Business,43,Male
BKG-0004465,CUST-000697,H007,Cinnamon Wild Yala,Safari,11/20/2024,1/20/2025,1/26/2025,6,61,Family,3,Standard,839.4,139.9,Shoulder,Silver,Website,Card,0,None,1,Event,40,Male
BKG-0004466,CUST-003012,H007,Cinnamon Wild Yala,Safari,3/18/2026,3/21/2026,3/23/2026,2,3,Couple,2,Deluxe,535.74,267.87,Peak,None,Mobile App,Card,0,Extra Bed,0,Event,36,Male
BKG-0004467,CUST-001490,H001,Cinnamon Grand Colombo,Colombo,5/25/2025,7/27/2025,8/2/2025,6,63,Couple,2,Suite,2296.68,382.78,Off-Peak,Platinum,Travel Agent,Card,0,High Floor,0,Event,39,Female
BKG-0004468,CUST-002156,H005,Cinnamon Bey Beruwala,West Coast,1/8/2026,2/26/2026,2/28/2026,2,49,Couple,2,Standard,328.96,164.48,Peak,Silver,Mobile App,Card,0,None,0,Leisure,35,Male
BKG-0004469,CUST-000283,H001,Cinnamon Grand Colombo,Colombo,4/21/2026,6/15/2026,6/22/2026,7,55,Couple,2,Suite,2592.73,370.39,Shoulder,Platinum,Travel Agent,Card,0,Quiet Room,1,Business,42,Male
BKG-0004470,CUST-003171,H005,Cinnamon Bey Beruwala,West Coast,3/16/2026,4/26/2026,4/28/2026,2,41,Solo,1,Standard,353.42,176.71,Peak,None,Mobile App,Card,0,None,0,Business,26,Other
BKG-0004471,CUST-004588,H002,Cinnamon Lakeside Colombo,Colombo,5/20/2025,7/20/2025,7/28/2025,8,61,Couple,2,Suite,3931.04,491.38,Peak,Gold,Travel Agent,Card,0,Sea View,0,Event,37,Other
BKG-0004472,CUST-003766,H001,Cinnamon Grand Colombo,Colombo,5/7/2025,7/9/2025,7/15/2025,6,63,Solo,1,Deluxe,1571.88,261.98,Shoulder,Platinum,Mobile App,Card,0,Extra Bed,0,Business,42,Female
BKG-0004473,CUST-002346,H005,Cinnamon Bey Beruwala,West Coast,12/20/2025,2/19/2026,2/22/2026,3,61,Family,3,Deluxe,376.35,125.45,Off-Peak,Silver,Walk-in,Card,0,None,1,Event,43,Male
BKG-0004474,CUST-002102,H001,Cinnamon Grand Colombo,Colombo,1/29/2025,4/27/2025,5/1/2025,4,88,Solo,1,Suite,1434.32,358.58,Off-Peak,Platinum,Travel Agent,Cash,0,None,0,Business,46,Female
BKG-0004475,CUST-000306,H006,Cinnamon Citadel Kandy,Kandy,5/19/2025,7/29/2025,7/31/2025,2,71,Group,9,Family Room,339.9,169.95,Shoulder,None,Mobile App,Card,0,None,1,Business,47,Male
BKG-0004476,CUST-003214,H003,Cinnamon Red Colombo,Colombo,5/13/2025,7/19/2025,7/23/2025,4,67,Family,5,Family Room,598.4,149.6,Shoulder,Silver,Website,Cash,0,None,1,Leisure,44,Male
BKG-0004477,CUST-002977,H002,Cinnamon Lakeside Colombo,Colombo,1/17/2025,3/28/2025,3/30/2025,2,70,Couple,2,Deluxe,420.92,210.46,Off-Peak,Platinum,Travel Agent,Online,0,Late Check-in,0,Relaxation,64,Male
BKG-0004478,CUST-003659,H001,Cinnamon Grand Colombo,Colombo,7/30/2025,10/7/2025,10/10/2025,3,69,Couple,2,Suite,1086.84,362.28,Off-Peak,Platinum,Website,Card,0,None,0,Event,50,Female
BKG-0004479,CUST-004090,H003,Cinnamon Red Colombo,Colombo,2/3/2026,4/3/2026,4/5/2026,2,59,Couple,2,Standard,210.02,105.01,Shoulder,None,Website,Cash,0,None,0,Business,39,Male
BKG-0004480,CUST-003764,H001,Cinnamon Grand Colombo,Colombo,7/10/2025,9/29/2025,10/3/2025,4,81,Family,4,Deluxe,1198.16,299.54,Peak,Silver,Website,Card,0,Quiet Room,1,Relaxation,54,Female
BKG-0004481,CUST-000894,H001,Cinnamon Grand Colombo,Colombo,11/29/2024,1/15/2025,1/18/2025,3,47,Couple,2,Deluxe,1255.2,418.4,Holiday,Gold,Mobile App,Card,0,Late Check-in,0,Relaxation,60,Male
BKG-0004482,CUST-002228,H001,Cinnamon Grand Colombo,Colombo,8/31/2025,11/27/2025,12/1/2025,4,88,Couple,2,Suite,1435.64,358.91,Shoulder,Platinum,Mobile App,Card,0,None,1,Business,48,Other
BKG-0004483,CUST-001438,H001,Cinnamon Grand Colombo,Colombo,6/4/2025,8/5/2025,8/9/2025,4,62,Solo,1,Deluxe,878.64,219.66,Off-Peak,Gold,Travel Agent,Card,0,High Floor,0,Leisure,46,Female
BKG-0004484,CUST-001029,H007,Cinnamon Wild Yala,Safari,2/25/2025,5/18/2025,5/20/2025,2,82,Group,10,Family Room,439.12,219.56,Off-Peak,Silver,Mobile App,Card,0,None,0,Business,38,Male
BKG-0004485,CUST-004584,H002,Cinnamon Lakeside Colombo,Colombo,11/14/2025,1/25/2026,2/2/2026,8,72,Family,5,Family Room,2992.4,374.05,Peak,Silver,Mobile App,Cash,0,High Floor,0,Leisure,62,Female
BKG-0004486,CUST-000418,H002,Cinnamon Lakeside Colombo,Colombo,2/12/2025,4/22/2025,4/29/2025,7,69,Family,3,Deluxe,2203.25,314.75,Peak,Gold,Website,Card,0,Late Check-in,0,Event,46,Female
BKG-0004487,CUST-003912,H004,Cinnamon Bentota Beach,South Coast,1/31/2026,4/13/2026,4/15/2026,2,72,Group,10,Family Room,541.16,270.58,Peak,None,Website,Cash,0,None,1,Leisure,36,Female
BKG-0004488,CUST-003273,H002,Cinnamon Lakeside Colombo,Colombo,2/12/2025,5/31/2025,6/8/2025,8,108,Couple,2,Suite,2620.56,327.57,Off-Peak,Platinum,Mobile App,Card,0,Late Check-in,0,Leisure,47,Female
BKG-0004489,CUST-000391,H004,Cinnamon Bentota Beach,South Coast,2/7/2026,4/12/2026,4/14/2026,2,64,Family,4,Deluxe,517.08,258.54,Peak,Silver,Mobile App,Online,0,None,0,Leisure,29,Other
BKG-0004490,CUST-001406,H005,Cinnamon Bey Beruwala,West Coast,2/16/2025,4/19/2025,4/22/2025,3,62,Group,5,Family Room,552.87,184.29,Off-Peak,Silver,Walk-in,Card,0,None,0,Business,41,Female
BKG-0004491,CUST-000161,H001,Cinnamon Grand Colombo,Colombo,9/7/2025,11/6/2025,11/10/2025,4,60,Couple,2,Suite,1487.56,371.89,Off-Peak,Platinum,Website,Card,0,None,0,Leisure,47,Female
BKG-0004492,CUST-002259,H002,Cinnamon Lakeside Colombo,Colombo,12/29/2025,2/17/2026,2/26/2026,9,50,Family,5,Family Room,2489.49,276.61,Shoulder,Platinum,Travel Agent,Card,0,Quiet Room,0,Event,49,Male
BKG-0004493,CUST-001224,H003,Cinnamon Red Colombo,Colombo,6/7/2025,8/22/2025,8/24/2025,2,76,Family,5,Family Room,303.34,151.67,Shoulder,Silver,Website,Online,0,None,1,Leisure,47,Female
BKG-0004494,CUST-002788,H002,Cinnamon Lakeside Colombo,Colombo,12/5/2024,3/3/2025,3/9/2025,6,88,Solo,1,Suite,3417.66,569.61,Holiday,Gold,Travel Agent,Cash,0,None,0,Business,45,Female
BKG-0004495,CUST-001064,H001,Cinnamon Grand Colombo,Colombo,3/16/2025,6/2/2025,6/6/2025,4,78,Couple,2,Suite,2370.16,592.54,Peak,Gold,Website,Online,0,Late Check-in,0,Business,44,Male
BKG-0004496,CUST-000694,H001,Cinnamon Grand Colombo,Colombo,5/22/2025,7/30/2025,8/5/2025,6,69,Solo,1,Suite,3362.82,560.47,Holiday,Platinum,Travel Agent,Card,0,None,1,Business,48,Male
