feedback_id,customer_id,hotel_id,hotel_name,stay_date,overall_rating,cleanliness_rating,service_rating,room_comfort_rating,staff_friendliness,value_for_money,location_rating,food_quality_rating,wifi_quality_rating,noise_level_rating,response_time_rating,would_recommend,purpose_of_visit,experience_recommendation
FDB-0001184,CUST-000406,H001,Cinnamon Grand Colombo,1/9/2025,4,4,4,4,4,3,5,3,3,4,4,1,Business,
FDB-0001710,CUST-000586,H001,Cinnamon Grand Colombo,1/9/2025,5,5,5,5,5,4,5,4,4,4,5,1,Business,
FDB-0001895,CUST-000647,H002,Cinnamon Lakeside Colombo,1/9/2025,4,4,4,3,4,4,4,4,4,4,4,1,Relaxation,
FDB-0003073,CUST-001051,H001,Cinnamon Grand Colombo,1/9/2025,4,4,4,4,4,3,4,4,5,4,4,1,Business,
FDB-0005821,CUST-001940,H002,Cinnamon Lakeside Colombo,1/9/2025,3,3,3,2,3,3,4,2,3,3,3,0,Leisure,
FDB-0007904,CUST-002638,H002,Cinnamon Lakeside Colombo,1/9/2025,4,4,4,4,4,3,4,4,4,3,4,1,Relaxation,
FDB-0008410,CUST-002806,H002,Cinnamon Lakeside Colombo,1/9/2025,4,4,4,3,4,4,4,4,3,3,4,1,Relaxation,
FDB-0011610,CUST-003869,H002,Cinnamon Lakeside Colombo,1/9/2025,4,4,4,4,4,3,4,4,3,4,4,1,Event,
FDB-0013502,CUST-004471,H002,Cinnamon Lakeside Colombo,1/9/2025,4,4,4,4,4,3,4,4,2,4,4,1,Event,
FDB-0013677,CUST-004521,H001,Cinnamon Grand Colombo,1/9/2025,4,4,4,4,4,4,4,4,4,3,4,1,Relaxation,
FDB-0001644,CUST-000564,H005,Cinnamon Bey Beruwala,1/9/2025,4,4,4,4,4,2,4,4,3,4,4,1,Leisure,
FDB-0003620,CUST-001233,H001,Cinnamon Grand Colombo,1/9/2025,4,4,4,4,4,3,4,3,5,2,4,1,Adventure,
FDB-0004029,CUST-001354,H005,Cinnamon Bey Beruwala,1/9/2025,3,3,2,3,2,3,4,3,3,4,2,0,Adventure,
FDB-0005119,CUST-001711,H003,Cinnamon Red Colombo,1/9/2025,4,4,5,4,5,4,4,4,4,3,5,1,Relaxation,
FDB-0005187,CUST-001734,H003,Cinnamon Red Colombo,1/9/2025,4,4,4,4,4,3,4,4,3,3,4,1,Business,
FDB-0005706,CUST-001905,H005,Cinnamon Bey Beruwala,1/9/2025,4,4,4,4,4,3,4,3,4,4,4,1,Business,
FDB-0008749,CUST-002925,H006,Cinnamon Citadel Kandy,1/9/2025,4,4,4,3,4,3,4,4,3,2,4,1,Leisure,
FDB-0008888,CUST-002975,H003,Cinnamon Red Colombo,1/9/2025,4,4,4,4,4,3,5,4,4,4,4,1,Business,
FDB-0010984,CUST-003662,H001,Cinnamon Grand Colombo,1/9/2025,4,4,4,3,4,2,4,3,3,4,4,1,Culture,
FDB-0011331,CUST-003779,H003,Cinnamon Red Colombo,1/9/2025,4,4,4,3,4,3,4,3,4,2,4,1,Leisure,
FDB-0011460,CUST-003824,H002,Cinnamon Lakeside Colombo,1/9/2025,4,4,4,4,4,3,4,4,5,3,4,1,Leisure,
FDB-0012792,CUST-004245,H002,Cinnamon Lakeside Colombo,1/9/2025,5,5,5,5,5,3,5,5,5,4,5,1,Business,
FDB-0015034,CUST-004952,H006,Cinnamon Citadel Kandy,1/9/2025,4,4,3,3,3,3,4,4,2,3,3,1,Event,
FDB-0001919,CUST-000656,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,3,4,4,4,4,4,4,4,1,Event,
FDB-0003126,CUST-001071,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,3,4,4,4,4,4,1,Leisure,
FDB-0003506,CUST-001195,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,4,4,4,3,5,4,3,3,4,1,Business,
FDB-0005931,CUST-001976,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,3,5,4,4,3,4,1,Business,
FDB-0007068,CUST-002355,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,4,3,4,4,4,3,5,4,4,1,Adventure,
FDB-0008071,CUST-002690,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,3,4,3,4,3,4,1,Leisure,
FDB-0009735,CUST-003271,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,4,3,4,3,4,4,5,3,4,1,Relaxation,
FDB-0013379,CUST-004430,H001,Cinnamon Grand Colombo,1/10/2025,5,5,5,5,5,4,5,5,4,4,5,1,Business,
FDB-0013708,CUST-004531,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,4,4,4,4,4,3,4,4,4,1,Business,
FDB-0013941,CUST-004595,H001,Cinnamon Grand Colombo,1/10/2025,5,5,5,4,5,3,5,5,4,3,5,1,Business,
FDB-0000095,CUST-000037,H003,Cinnamon Red Colombo,1/10/2025,4,4,4,3,4,3,4,3,4,3,4,1,Leisure,We aim to make your experience exceptional by providing spotless rooms and high-quality meals.
FDB-0000930,CUST-000326,H003,Cinnamon Red Colombo,1/10/2025,4,4,4,4,4,3,4,3,4,3,4,1,Leisure,
FDB-0003013,CUST-001036,H003,Cinnamon Red Colombo,1/10/2025,4,4,4,4,4,3,4,3,2,4,4,1,Leisure,
FDB-0003291,CUST-001124,H005,Cinnamon Bey Beruwala,1/10/2025,5,5,5,5,5,3,4,5,4,4,5,1,Relaxation,
FDB-0004082,CUST-001368,H003,Cinnamon Red Colombo,1/10/2025,4,4,4,4,4,3,4,4,4,4,4,1,Adventure,
FDB-0005728,CUST-001913,H003,Cinnamon Red Colombo,1/10/2025,5,5,5,5,5,3,5,5,3,4,5,1,Business,
FDB-0005729,CUST-001913,H003,Cinnamon Red Colombo,1/10/2025,4,4,4,3,4,3,4,4,1,4,4,1,Event,
FDB-0005789,CUST-001930,H006,Cinnamon Citadel Kandy,1/10/2025,4,4,4,4,4,3,4,4,3,4,4,1,Leisure,
FDB-0007329,CUST-002448,H005,Cinnamon Bey Beruwala,1/10/2025,5,5,5,5,5,3,4,4,2,4,5,1,Leisure,
FDB-0009612,CUST-003225,H006,Cinnamon Citadel Kandy,1/10/2025,4,4,4,4,4,3,4,3,3,4,4,1,Relaxation,
FDB-0000890,CUST-000315,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,4,4,4,4,4,4,3,4,4,1,Leisure,
FDB-0000965,CUST-000338,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,4,4,3,4,3,4,1,Leisure,
FDB-0002678,CUST-000929,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,4,4,4,5,4,4,1,Leisure,
FDB-0003433,CUST-001168,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,5,4,5,4,4,4,4,3,5,1,Event,
FDB-0003769,CUST-001280,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,4,4,4,5,4,4,1,Relaxation,
FDB-0004063,CUST-001362,H001,Cinnamon Grand Colombo,1/10/2025,5,5,5,5,5,3,5,5,4,3,5,1,Business,
FDB-0004383,CUST-001474,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,3,5,3,4,3,4,1,Business,
FDB-0006794,CUST-002261,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,4,4,4,4,4,3,4,4,4,1,Relaxation,
FDB-0007417,CUST-002480,H001,Cinnamon Grand Colombo,1/10/2025,4,4,5,4,5,4,4,4,4,4,5,1,Adventure,
FDB-0009928,CUST-003327,H001,Cinnamon Grand Colombo,1/10/2025,4,4,5,3,5,3,4,3,4,4,5,1,Business,
FDB-0014181,CUST-004673,H001,Cinnamon Grand Colombo,1/10/2025,4,4,5,3,5,3,4,3,3,3,5,1,Business,
FDB-0000491,CUST-000169,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,3,4,4,5,3,4,1,Leisure,
FDB-0002833,CUST-000981,H007,Cinnamon Wild Yala,1/10/2025,4,4,4,4,4,3,4,3,4,4,4,1,Business,
FDB-0003753,CUST-001275,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,4,4,4,3,4,4,4,4,4,1,Event,
FDB-0004102,CUST-001375,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,3,4,3,4,4,3,3,4,1,Culture,
FDB-0004256,CUST-001428,H003,Cinnamon Red Colombo,1/10/2025,4,4,4,4,4,3,4,4,4,4,4,1,Event,
FDB-0005574,CUST-001868,H004,Cinnamon Bentota Beach,1/10/2025,4,4,4,4,4,3,4,3,4,3,4,1,Leisure,
FDB-0007370,CUST-002464,H004,Cinnamon Bentota Beach,1/10/2025,4,4,5,4,5,3,4,4,3,4,5,1,Leisure,"Enjoy peak relaxation with our luxurious spa services and sparkling pool, complemented by excellent housekeeping."
FDB-0009299,CUST-003112,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,5,4,5,3,4,4,4,3,5,1,Event,
FDB-0010842,CUST-003614,H004,Cinnamon Bentota Beach,1/10/2025,4,4,4,3,4,3,4,4,3,4,4,1,Leisure,
FDB-0012873,CUST-004271,H006,Cinnamon Citadel Kandy,1/10/2025,4,4,4,4,4,3,4,3,3,3,4,1,Event,
FDB-0013123,CUST-004350,H005,Cinnamon Bey Beruwala,1/10/2025,4,4,4,3,4,3,5,4,2,3,4,1,Leisure,
FDB-0013375,CUST-004429,H002,Cinnamon Lakeside Colombo,1/10/2025,4,4,4,4,4,3,4,4,3,3,4,1,Culture,
FDB-0013785,CUST-004552,H002,Cinnamon Lakeside Colombo,1/10/2025,5,5,5,5,5,4,4,4,5,4,5,1,Business,
FDB-0014421,CUST-004748,H001,Cinnamon Grand Colombo,1/10/2025,4,4,4,4,4,3,4,4,3,4,4,1,Event,
FDB-0003228,CUST-001103,H004,Cinnamon Bentota Beach,1/10/2025,4,4,4,4,4,3,4,3,2,3,4,1,Leisure,
FDB-0008173,CUST-002727,H003,Cinnamon Red Colombo,1/10/2025,4,4,4,4,4,3,4,3,5,4,4,1,Leisure,
FDB-0003002,CUST-001033,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,3,4,4,4,4,5,3,4,1,Leisure,
FDB-0003213,CUST-001098,H001,Cinnamon Grand Colombo,1/11/2025,4,4,5,4,5,3,4,4,3,4,5,1,Leisure,
FDB-0007282,CUST-002433,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,3,4,3,4,4,4,4,4,1,Event,
FDB-0007393,CUST-002472,H001,Cinnamon Grand Colombo,1/11/2025,4,4,4,4,4,4,4,3,4,4,4,1,Culture,
FDB-0008691,CUST-002906,H001,Cinnamon Grand Colombo,1/11/2025,4,4,4,4,4,4,4,4,4,3,4,1,Adventure,
FDB-0012580,CUST-004176,H001,Cinnamon Grand Colombo,1/11/2025,4,4,5,4,5,3,4,4,5,3,5,1,Adventure,
FDB-0014196,CUST-004679,H001,Cinnamon Grand Colombo,1/11/2025,4,4,4,4,4,4,4,4,4,4,4,1,Leisure,
FDB-0001347,CUST-000457,H003,Cinnamon Red Colombo,1/11/2025,4,4,4,4,4,3,4,3,3,3,4,1,Event,
FDB-0005565,CUST-001864,H003,Cinnamon Red Colombo,1/11/2025,4,4,4,4,4,3,4,4,3,4,4,1,Culture,
FDB-0007324,CUST-002446,H003,Cinnamon Red Colombo,1/11/2025,4,4,4,4,4,4,4,3,4,3,4,1,Event,
FDB-0008958,CUST-002999,H003,Cinnamon Red Colombo,1/11/2025,5,5,5,4,5,3,4,5,4,4,5,1,Business,
FDB-0009554,CUST-003204,H006,Cinnamon Citadel Kandy,1/11/2025,4,4,4,4,4,3,4,4,3,3,4,1,Leisure,
FDB-0010133,CUST-003394,H006,Cinnamon Citadel Kandy,1/11/2025,4,4,4,4,4,2,4,4,2,3,4,1,Event,
FDB-0010307,CUST-003453,H005,Cinnamon Bey Beruwala,1/11/2025,5,5,5,5,5,3,5,4,4,3,5,1,Leisure,
FDB-0010826,CUST-003610,H005,Cinnamon Bey Beruwala,1/11/2025,4,4,4,4,4,2,5,3,3,3,4,1,Leisure,
FDB-0012896,CUST-004278,H005,Cinnamon Bey Beruwala,1/11/2025,4,4,4,4,4,3,5,3,5,3,4,1,Leisure,
FDB-0014333,CUST-004721,H006,Cinnamon Citadel Kandy,1/11/2025,4,4,4,4,4,3,4,3,5,3,4,1,Relaxation,
FDB-0000574,CUST-000204,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,4,4,3,4,4,5,3,4,1,Leisure,
FDB-0003100,CUST-001062,H001,Cinnamon Grand Colombo,1/11/2025,4,4,4,4,4,3,4,3,5,3,4,1,Culture,
FDB-0004345,CUST-001462,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,4,4,3,4,3,4,4,4,1,Leisure,
FDB-0004402,CUST-001482,H001,Cinnamon Grand Colombo,1/11/2025,4,4,5,4,5,3,4,4,4,3,5,1,Leisure,
FDB-0005366,CUST-001795,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,3,4,4,4,3,3,4,4,1,Leisure,
FDB-0009057,CUST-003034,H001,Cinnamon Grand Colombo,1/11/2025,4,4,4,3,4,3,4,3,4,3,4,1,Event,
FDB-0011896,CUST-003961,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,4,4,3,4,4,3,3,4,1,Event,
FDB-0012117,CUST-004036,H001,Cinnamon Grand Colombo,1/11/2025,4,4,5,4,5,3,4,3,4,3,5,1,Leisure,
FDB-0012568,CUST-004173,H001,Cinnamon Grand Colombo,1/11/2025,4,4,4,3,4,3,4,4,4,3,4,1,Leisure,
FDB-0013830,CUST-004562,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,4,4,3,4,3,2,3,4,1,Event,
FDB-0002101,CUST-000727,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,4,4,3,4,4,4,3,4,1,Leisure,
FDB-0002874,CUST-000994,H007,Cinnamon Wild Yala,1/11/2025,4,4,4,3,4,3,4,3,4,4,4,1,Event,
FDB-0005168,CUST-001729,H005,Cinnamon Bey Beruwala,1/11/2025,4,4,4,3,4,3,4,3,3,4,4,1,Leisure,
FDB-0006850,CUST-002279,H004,Cinnamon Bentota Beach,1/11/2025,4,4,4,4,4,3,4,4,3,3,4,1,Relaxation,
FDB-0006880,CUST-002289,H003,Cinnamon Red Colombo,1/11/2025,4,4,3,3,3,3,4,3,3,3,3,1,Event,
FDB-0008063,CUST-002687,H006,Cinnamon Citadel Kandy,1/11/2025,4,4,4,4,4,3,4,4,3,4,4,1,Leisure,
FDB-0010853,CUST-003618,H003,Cinnamon Red Colombo,1/11/2025,4,4,4,4,4,3,4,4,3,4,4,1,Leisure,
FDB-0011702,CUST-003895,H002,Cinnamon Lakeside Colombo,1/11/2025,4,4,4,3,4,3,5,3,4,3,4,1,Business,
FDB-0011984,CUST-003990,H004,Cinnamon Bentota Beach,1/11/2025,5,5,5,5,5,3,4,4,4,3,5,1,Leisure,
FDB-0012500,CUST-004153,H001,Cinnamon Grand Colombo,1/11/2025,4,4,4,4,4,3,4,4,5,3,4,1,Leisure,
FDB-0013468,CUST-004460,H003,Cinnamon Red Colombo,1/11/2025,4,4,3,4,3,4,4,4,3,4,3,1,Event,
FDB-0006477,CUST-002153,H006,Cinnamon Citadel Kandy,1/11/2025,4,4,4,3,4,4,4,4,4,3,4,1,Culture,
FDB-0004593,CUST-001544,H001,Cinnamon Grand Colombo,1/12/2025,4,4,4,4,4,3,4,3,5,3,4,1,Leisure,
FDB-0005949,CUST-001981,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,4,4,3,4,4,4,3,4,1,Leisure,
FDB-0006652,CUST-002216,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,4,4,4,4,3,4,4,4,1,Event,
FDB-0010974,CUST-003659,H001,Cinnamon Grand Colombo,1/12/2025,4,4,4,4,4,4,4,3,5,4,4,1,Relaxation,
FDB-0000141,CUST-000051,H005,Cinnamon Bey Beruwala,1/12/2025,4,4,5,4,5,4,4,4,2,3,5,1,Business,We aim to make your stay feel like a great value through consistently excellent housekeeping.
FDB-0002855,CUST-000989,H005,Cinnamon Bey Beruwala,1/12/2025,5,5,4,5,4,3,4,5,4,4,4,1,Leisure,
FDB-0003693,CUST-001256,H006,Cinnamon Citadel Kandy,1/12/2025,4,4,4,4,4,3,4,4,4,3,4,1,Adventure,
FDB-0004691,CUST-001575,H003,Cinnamon Red Colombo,1/12/2025,4,4,4,4,4,3,4,4,3,4,4,1,Event,
FDB-0007521,CUST-002515,H006,Cinnamon Citadel Kandy,1/12/2025,4,4,4,4,4,3,4,4,3,4,4,1,Leisure,
FDB-0009205,CUST-003081,H006,Cinnamon Citadel Kandy,1/12/2025,4,4,5,4,5,3,4,4,3,3,5,1,Business,
FDB-0009788,CUST-003287,H006,Cinnamon Citadel Kandy,1/12/2025,4,4,4,4,4,3,4,3,3,4,4,1,Relaxation,
FDB-0010071,CUST-003374,H006,Cinnamon Citadel Kandy,1/12/2025,4,4,4,4,4,3,4,3,3,4,4,1,Leisure,
FDB-0010829,CUST-003610,H006,Cinnamon Citadel Kandy,1/12/2025,4,4,4,4,4,2,4,4,3,4,4,1,Leisure,
FDB-0011403,CUST-003806,H003,Cinnamon Red Colombo,1/12/2025,4,4,4,4,4,3,5,3,3,3,4,1,Business,
FDB-0013706,CUST-004530,H003,Cinnamon Red Colombo,1/12/2025,4,4,3,3,3,3,4,3,3,4,3,1,Leisure,
FDB-0014915,CUST-004914,H005,Cinnamon Bey Beruwala,1/12/2025,5,5,5,5,5,3,5,5,3,3,5,1,Leisure,
FDB-0000126,CUST-000047,H001,Cinnamon Grand Colombo,1/12/2025,4,4,4,4,4,4,4,3,4,4,4,1,Leisure,We believe a welcoming and clean room sets the stage for a memorable stay—please share your preferences.
FDB-0002221,CUST-000766,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,4,4,3,5,4,3,4,4,1,Business,
FDB-0002312,CUST-000797,H001,Cinnamon Grand Colombo,1/12/2025,5,5,5,5,5,4,5,5,4,3,5,1,Business,
FDB-0005357,CUST-001792,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,3,4,3,5,4,4,3,4,1,Business,
FDB-0007973,CUST-002663,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,4,4,4,4,3,3,3,4,1,Event,
FDB-0009849,CUST-003303,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,4,4,4,5,4,4,4,4,1,Business,
FDB-0011637,CUST-003874,H001,Cinnamon Grand Colombo,1/12/2025,4,4,4,4,4,3,4,4,5,3,4,1,Leisure,
FDB-0013196,CUST-004371,H001,Cinnamon Grand Colombo,1/12/2025,4,4,4,4,4,3,4,3,3,3,4,1,Leisure,
FDB-0013446,CUST-004454,H001,Cinnamon Grand Colombo,1/12/2025,4,4,4,4,4,4,4,4,3,4,4,1,Relaxation,
FDB-0014285,CUST-004706,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,4,4,3,4,3,5,3,4,1,Event,
FDB-0002732,CUST-000947,H007,Cinnamon Wild Yala,1/12/2025,4,4,4,4,4,3,4,4,2,3,4,1,Business,
FDB-0003186,CUST-001090,H004,Cinnamon Bentota Beach,1/12/2025,4,4,4,4,4,3,5,4,4,4,4,1,Leisure,
FDB-0005344,CUST-001789,H005,Cinnamon Bey Beruwala,1/12/2025,4,4,4,4,4,3,4,4,4,4,4,1,Leisure,
FDB-0007041,CUST-002349,H003,Cinnamon Red Colombo,1/12/2025,4,4,4,4,4,3,4,4,3,3,4,1,Business,
FDB-0007110,CUST-002372,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,3,4,3,4,4,4,2,4,1,Leisure,
FDB-0007862,CUST-002624,H006,Cinnamon Citadel Kandy,1/12/2025,4,4,4,4,4,4,4,3,3,3,4,1,Relaxation,
FDB-0008285,CUST-002766,H001,Cinnamon Grand Colombo,1/12/2025,4,4,4,3,4,3,4,4,5,3,4,1,Relaxation,
FDB-0008885,CUST-002975,H004,Cinnamon Bentota Beach,1/12/2025,4,4,3,4,3,4,4,4,3,4,3,1,Culture,
FDB-0010008,CUST-003353,H001,Cinnamon Grand Colombo,1/12/2025,4,4,4,3,4,3,4,4,4,4,4,1,Leisure,
FDB-0012656,CUST-004199,H006,Cinnamon Citadel Kandy,1/12/2025,4,4,4,4,4,3,4,4,2,3,4,1,Adventure,
FDB-0013451,CUST-004456,H004,Cinnamon Bentota Beach,1/12/2025,4,4,4,4,4,3,5,3,3,4,4,1,Leisure,
FDB-0014146,CUST-004661,H004,Cinnamon Bentota Beach,1/12/2025,4,4,4,3,4,3,4,4,4,3,4,1,Leisure,
FDB-0014347,CUST-004724,H002,Cinnamon Lakeside Colombo,1/12/2025,4,4,4,4,4,3,4,4,5,3,4,1,Leisure,
FDB-0000137,CUST-000049,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,5,3,5,4,4,3,4,4,5,1,Event,"Our attentive team works to ensure your stay is seamless, with consistently good food and reliable connectivity."
FDB-0007684,CUST-002565,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,3,4,3,4,4,4,5,4,3,1,Culture,
FDB-0009351,CUST-003129,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,3,4,3,4,4,4,3,4,1,Leisure,
FDB-0011513,CUST-003840,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,3,4,4,4,4,4,3,4,1,Leisure,
FDB-0012257,CUST-004083,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,4,4,4,3,4,4,5,4,4,1,Leisure,
FDB-0014291,CUST-004708,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,3,4,3,3,4,3,4,4,3,1,Relaxation,
FDB-0000663,CUST-000232,H005,Cinnamon Bey Beruwala,1/13/2025,5,5,5,4,5,3,4,5,4,4,5,1,Leisure,
FDB-0001504,CUST-000511,H006,Cinnamon Citadel Kandy,1/13/2025,4,4,4,4,4,3,4,4,4,3,4,1,Leisure,
FDB-0001695,CUST-000580,H006,Cinnamon Citadel Kandy,1/13/2025,4,4,4,4,4,3,4,4,3,4,4,1,Leisure,
FDB-0001801,CUST-000612,H003,Cinnamon Red Colombo,1/13/2025,4,4,4,4,4,3,4,3,4,4,4,1,Event,
FDB-0002001,CUST-000691,H006,Cinnamon Citadel Kandy,1/13/2025,4,4,3,4,3,3,4,3,3,3,3,1,Leisure,
FDB-0005237,CUST-001749,H006,Cinnamon Citadel Kandy,1/13/2025,4,4,4,4,4,3,4,3,3,4,4,1,Leisure,
FDB-0008703,CUST-002910,H006,Cinnamon Citadel Kandy,1/13/2025,4,4,4,4,4,3,4,4,5,4,4,1,Event,
FDB-0010416,CUST-003484,H006,Cinnamon Citadel Kandy,1/13/2025,4,4,4,3,4,3,4,4,3,4,4,1,Relaxation,
FDB-0010655,CUST-003557,H005,Cinnamon Bey Beruwala,1/13/2025,4,4,4,4,4,3,4,4,2,3,4,1,Event,
FDB-0012075,CUST-004019,H003,Cinnamon Red Colombo,1/13/2025,4,4,4,3,4,3,4,4,4,3,4,1,Leisure,
FDB-0012832,CUST-004258,H006,Cinnamon Citadel Kandy,1/13/2025,4,4,4,4,4,3,4,4,3,4,4,1,Leisure,
FDB-0000056,CUST-000021,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,4,4,4,4,4,3,5,4,4,1,Leisure,"We take pride in delivering personalized service, so please let our staff know how we can make your room feel like home."
FDB-0001592,CUST-000544,H001,Cinnamon Grand Colombo,1/13/2025,4,4,5,4,5,3,4,3,4,3,5,1,Culture,
FDB-0004763,CUST-001596,H001,Cinnamon Grand Colombo,1/13/2025,4,4,5,3,5,4,4,4,5,4,5,1,Leisure,
FDB-0005640,CUST-001887,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,4,4,4,4,4,3,4,3,4,1,Leisure,
FDB-0006789,CUST-002259,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,3,4,4,5,4,5,4,4,1,Business,
FDB-0009507,CUST-003191,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,4,4,4,3,5,4,4,3,4,1,Business,
FDB-0010680,CUST-003565,H001,Cinnamon Grand Colombo,1/13/2025,3,3,3,3,3,3,4,3,3,3,3,0,Leisure,
FDB-0011481,CUST-003828,H001,Cinnamon Grand Colombo,1/13/2025,3,3,3,2,3,4,4,2,4,4,3,1,Adventure,
FDB-0012032,CUST-004007,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,4,4,4,3,4,4,5,3,4,1,Leisure,
FDB-0012345,CUST-004107,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,4,4,4,4,4,4,3,4,1,Leisure,
FDB-0013533,CUST-004479,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,4,4,4,4,3,5,3,4,1,Relaxation,
FDB-0014910,CUST-004913,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,4,4,4,4,4,3,3,4,4,1,Relaxation,
FDB-0000591,CUST-000211,H001,Cinnamon Grand Colombo,1/13/2025,5,5,5,5,5,3,5,5,3,4,5,1,Business,
FDB-0002414,CUST-000834,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,3,4,2,4,4,5,3,4,1,Event,
FDB-0002716,CUST-000941,H005,Cinnamon Bey Beruwala,1/13/2025,4,4,4,4,4,4,5,4,3,3,4,1,Leisure,
FDB-0003645,CUST-001241,H007,Cinnamon Wild Yala,1/13/2025,4,4,4,4,4,4,4,3,2,4,4,1,Business,
FDB-0003873,CUST-001309,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,4,4,4,3,4,4,4,3,4,1,Leisure,
FDB-0004859,CUST-001628,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,5,4,5,2,4,3,5,3,5,1,Relaxation,
FDB-0005711,CUST-001906,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,3,4,3,4,4,5,4,4,1,Culture,
FDB-0007136,CUST-002381,H005,Cinnamon Bey Beruwala,1/13/2025,4,4,4,4,4,3,4,4,2,3,4,1,Culture,
FDB-0007267,CUST-002428,H004,Cinnamon Bentota Beach,1/13/2025,4,4,5,3,5,4,4,4,4,2,5,1,Business,
FDB-0008395,CUST-002802,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,4,4,3,4,3,3,3,4,1,Leisure,
FDB-0009296,CUST-003111,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,4,4,2,4,4,5,3,4,1,Business,
FDB-0010969,CUST-003658,H001,Cinnamon Grand Colombo,1/13/2025,4,4,4,4,4,3,4,4,5,3,4,1,Leisure,
FDB-0014550,CUST-004791,H002,Cinnamon Lakeside Colombo,1/13/2025,4,4,4,4,4,3,4,3,5,4,4,1,Leisure,
FDB-0014887,CUST-004906,H002,Cinnamon Lakeside Colombo,1/13/2025,3,3,2,3,2,4,4,2,5,4,2,1,Adventure,
FDB-0000170,CUST-000059,H001,Cinnamon Grand Colombo,1/14/2025,4,4,4,4,4,4,4,4,5,3,4,1,Leisure,"We are committed to making your stay as smooth as possible, offering excellent food, fast WiFi, and attentive service."
FDB-0001319,CUST-000445,H002,Cinnamon Lakeside Colombo,1/14/2025,4,4,5,4,5,3,5,4,4,3,5,1,Business,
FDB-0002548,CUST-000883,H002,Cinnamon Lakeside Colombo,1/14/2025,4,4,4,3,4,3,4,4,4,3,4,1,Leisure,
FDB-0003856,CUST-001304,H001,Cinnamon Grand Colombo,1/14/2025,4,4,4,4,4,3,4,4,5,4,4,1,Event,
FDB-0008475,CUST-002827,H001,Cinnamon Grand Colombo,1/14/2025,4,4,4,4,4,3,4,3,4,4,4,1,Event,
FDB-0009524,CUST-003196,H002,Cinnamon Lakeside Colombo,1/14/2025,4,4,4,4,4,3,4,4,4,4,4,1,Leisure,
